lat,long,time,Year,Month,Day,Hour,Minute,Second,CTD,Depth,Press,Salinity,Temperature,Oxygen,ChlF,Turbidity,FDOM,Density,OxygenSaturationConc,OxygenSaturation
56.00024,12.59734,18-Apr-2026 10:06:28,2026,4,18,10,6,28.37,AML,8.4,8.52476,10.511341,5.73233333333333,331.55503677445,0.876089341095333,0.667441404409886,9.8027220483844,1008.27221538972,362.27869572085,91.5193304742177
56.00024,12.59734,18-Apr-2026 10:06:28,2026,4,18,10,6,28.37,AML,8.5,8.65787,10.5185056666667,5.73633333333333,332.869956091863,0.914828056149049,0.613591441870793,9.76062765332547,1008.27762711245,362.22355089969,91.8962765576899
56.00024,12.59734,18-Apr-2026 10:06:28,2026,4,18,10,6,28.37,AML,8.6,8.7729,10.5195843333333,5.73766666666667,335.032168007467,0.892691647546925,0.619574771041803,9.85884790846298,1008.27839861295,362.208671183309,92.4970037058864
56.00024,12.59734,18-Apr-2026 10:06:28,2026,4,18,10,6,28.37,AML,8.7,8.832585,10.5207671666667,5.73783333333333,336.035782959631,0.984004333030686,0.622566435627308,9.87287937348262,1008.27932118241,362.204011023324,92.7752793267639
56.00024,12.59734,18-Apr-2026 10:06:28,2026,4,18,10,6,28.37,AML,8.8,8.900675,10.5218663333333,5.73866666666667,336.170370226742,0.967402026579093,0.613591441870793,9.87287937348262,1008.28013837264,362.193576299317,92.81511109654
56.00024,12.59734,18-Apr-2026 10:06:28,2026,4,18,10,6,28.37,AML,8.9,9.0013,10.523231,5.741,336.861433132918,0.931430362600642,0.655474746067865,9.85884790846298,1008.28107609026,362.16893804703,93.0122375898438
56.00024,12.59734,18-Apr-2026 10:06:28,2026,4,18,10,6,28.37,AML,9,9.10147,10.5232473333333,5.74166666666667,337.300984975138,0.986771384105951,0.571708137673721,9.62031300312904,1008.28104951172,362.162897086165,93.1351576014392
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,0.5,0.58353,8.49775233333333,5.95766666666667,331.917705879032,0.416758862601266,0.487941529279576,9.74659618830583,1006.67197512417,365.6425937819,90.7765428655217
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,0.6,0.69787,8.500815,5.931,331.85893845174,0.416758862601266,0.464008212595535,9.95706816360048,1006.67588724474,365.876798821009,90.7023729083431
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,0.7,0.80095,8.503587,5.91333333333333,331.854560174941,0.433361169052858,0.487941529279576,9.7045017932469,1006.67905952638,366.030104288757,90.6631876139743
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,0.8,0.90193,8.510897,5.897,331.786820016779,0.449963475504451,0.493924858450586,9.87287937348262,1006.6857315755,366.159135866902,90.6127384289497
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,1,1.01409,8.519438,5.885,331.41680854253,0.438895271203389,0.505891516792607,9.57821860807011,1006.6931312554,366.245434017772,90.4903591307155
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,1.1,1.12165666666667,8.52768433333333,5.87211111111111,331.243452024667,0.44442937335392,0.525835947362641,9.71385610326,1006.70034623339,366.34067354534,90.4195127499734
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,1.2,1.24164333333333,8.53430044444445,5.87533333333333,331.114390180877,0.470255183389731,0.483952643165569,9.71385610326,1006.70538489755,366.293436052648,90.3959387722377
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,1.3,1.35748,8.54308466666667,5.87933333333333,330.718818008297,0.472099884106575,0.475974870937555,9.97109962862012,1006.71208970262,366.233267351936,90.3027789909889
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,1.4,1.46799,8.553828,5.86733333333333,330.895578894147,0.49977039485923,0.475974870937555,9.83078497842369,1006.72122439869,366.313663225155,90.3312139604145
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,1.5,1.58736,8.57621933333333,5.84566666666667,330.884487211899,0.494236292708699,0.517858175134628,9.59225007308975,1006.740074911,366.45083080106,90.2943749611884
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,1.6,1.69817,8.60173833333334,5.82733333333333,330.826421539939,0.477633986257106,0.523841504305638,9.91497376854155,1006.76120530873,366.549223910372,90.2542960016829
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,1.7,1.80598,8.61945933333333,5.81966666666667,330.709345201553,0.466565781956044,0.499908187621597,9.57821860807011,1006.77560028345,366.571338973592,90.2169127918036
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,1.8,1.83216,8.63374766666667,5.82066666666667,330.727689197171,0.472099884106575,0.517858175134628,9.81675351340405,1006.78681344934,366.523599277247,90.2336684048008
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,1.9,1.931645,8.64645783333333,5.82533333333333,330.462831557476,0.469332833031309,0.52533733659839,9.7045017932469,1006.79658062633,366.446663259041,90.1803358279926
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,2,2.029665,8.662275,5.83016666666667,330.290108851411,0.508071548085026,0.547774820989679,9.67643886320761,1006.80878801222,366.359838215126,90.1545623724905
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,2.1,2.17128,8.692582,5.83733333333333,330.138012532856,0.455497577654982,0.517858175134628,9.77465911834512,1006.83229165084,366.212647037101,90.1492657896685
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,2.2,2.27234,8.720412,5.848,330.106566717657,0.477633986257106,0.511874845963617,9.46596688791296,1006.85364584013,366.040324852145,90.1831148934199
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,2.3,2.39084,8.73967033333333,5.86016666666667,330.015049343708,0.477633986257106,0.508883181378112,9.71853325826654,1006.86815451547,365.877571327767,90.1982179847992
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,2.4,2.50456666666667,8.76480755555556,5.87388888888889,329.920638869504,0.497925694142386,0.547774820989679,9.49402981795225,1006.88720759217,365.684931081662,90.2199163344329
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,2.5,2.52427,8.76025666666667,5.873,329.864574496201,0.494236292708699,0.55375815016069,9.55015567803083,1006.88366934887,365.705281178936,90.1995654623324
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,2.6,2.6287075,8.78029688888889,5.88383333333333,329.770294866656,0.487318665020535,0.550766485575184,9.64837593316833,1006.89886193931,365.552764397063,90.2114077595811
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,2.7,2.73142,8.79430533333333,5.892,329.639642431708,0.494236292708699,0.56572480850271,9.49402981795225,1006.9094465655,365.440809992897,90.2032924122829
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,2.8,2.83188,8.80623116666667,5.89833333333333,329.657821996331,0.494236292708699,0.541791491818669,9.62031300312904,1006.91849121141,365.351163889779,90.2304014818424
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,2.9,2.93002,8.81782866666667,5.905,329.529859356082,0.49977039485923,0.535808162647659,9.73256472328619,1006.92725713539,365.259406643141,90.218035008208
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,3,3.03385,8.826892,5.90933333333333,329.653669553179,0.483168088407637,0.55375815016069,9.62031300312904,1006.93415648493,365.19567983714,90.2676805213546
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,3.1,3.15457,8.83369033333333,5.911,329.60435772718,0.494236292708699,0.589658125186752,9.66240739818797,1006.9394210578,365.162262891003,90.2624370650159
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,3.2,3.26418,8.84227766666667,5.91333333333333,329.571871923806,0.488702190558168,0.56572480850271,9.49402981795225,1006.94605790723,365.117988207926,90.2644850617775
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,3.3,3.36757,8.85320566666667,5.917,329.53157489188,0.49977039485923,0.547774820989679,9.71853325826654,1006.95446384863,365.055329498227,90.2689396001491
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,3.4,3.47625,8.86977325,5.92466666666667,329.289030937218,0.497003343783964,0.552262317867937,9.54664781177591,1006.96708690092,364.941249775808,90.2306963489352
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,3.5,3.57532,8.886202,5.93366666666667,329.255138043328,0.488702190558168,0.55375815016069,9.42387249285403,1006.97952269632,364.815510345368,90.2525053640469
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,3.6,3.67646,8.89854633333333,5.93933333333333,329.152785352282,0.521906803461353,0.523841504305638,9.55015567803083,1006.98892815753,364.730999956447,90.2453549030893
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,3.7,3.77662,8.90721766666667,5.94233333333333,329.136980547713,0.516372701310822,0.547774820989679,9.77465911834512,1006.99559074073,364.680533048756,90.2535097763799
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,3.8,3.89741,8.91396066666667,5.94266666666667,329.222288826857,0.521906803461353,0.541791491818669,9.38177809779511,1007.00088618337,364.65940353105,90.2821333109609
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,3.9,4.0180025,8.91217425,5.942,329.2612301313,0.521906803461353,0.541791491818669,9.77816698460003,1006.99951643068,364.670239293994,90.2901291777343
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,4,4.12336,8.9133115,5.93983333333333,329.376801491779,0.546810263138742,0.5597414793317,9.85183217595315,1007.0005369599,364.686808881249,90.3177174140762
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,4.1,4.23399,8.91883366666667,5.93933333333333,329.459990685311,0.527440905611884,0.541791491818669,9.69047032822726,1007.00491799528,364.676505233417,90.3430810478
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,4.2,4.33513,8.926823,5.93833333333333,329.400053770281,0.532975007762415,0.56572480850271,9.91497376854155,1007.01127222929,364.664103848487,90.3297172093312
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,4.4,4.4578,8.934231,5.938,329.300536615072,0.56064551851507,0.487941529279576,9.63434446814868,1007.0171300635,364.647226263022,90.3066067414829
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,4.5,4.58744333333333,8.93954433333333,5.93777777777778,329.511557123998,0.521906803461353,0.531819276533652,9.87755652848917,1007.02133058158,364.634968691017,90.3675142038332
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,4.6,4.69841,8.94794133333333,5.93733333333333,329.626358006843,0.56064551851507,0.535808162647659,9.59225007308975,1007.027974272,364.616442480582,90.4035911722214
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,4.7,4.81148,8.94941066666667,5.93733333333333,329.866905085174,0.521906803461353,0.517858175134628,9.78869058336476,1007.02913234325,364.612496538222,90.4705428961056
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,4.8,4.9343,8.94661216666667,5.93833333333333,330.019374272024,0.546810263138742,0.535808162647659,9.52209274799154,1007.02686930021,364.610956466404,90.5127419840528
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,4.9,5.03792,8.954836,5.939,329.907700295956,0.566179620665601,0.535808162647659,9.57821860807011,1007.03331270277,364.582835794174,90.4890927125835
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,5.1,5.14889,8.967933,5.93966666666667,330.030375909185,0.521906803461353,0.56572480850271,9.64837593316833,1007.04359682494,364.541633142179,90.5329723424117
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,5.2,5.25235,8.970762,5.941,330.071451805188,0.516372701310822,0.55375815016069,9.59225007308975,1007.04574985563,364.521967528915,90.5491249382674
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,5.3,5.38073,8.97363,5.941,330.126283543484,0.555111416364539,0.535808162647659,10.055288418738,1007.04801024869,364.514267666108,90.5660800761513
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,5.4,5.483855,8.9800665,5.9425,330.783820162238,0.53020795668715,0.544783156404174,9.80973778089423,1007.0529968305,364.483411205155,90.7541495698009
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,5.5,5.60447,8.98968966666667,5.94266666666667,331.039852751562,0.577247824966662,0.523841504305638,9.84481644344333,1007.06057158228,364.456070745583,90.831208291946
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,5.6,5.7154,8.99286016666667,5.9445,331.019669839377,0.566179620665601,0.5597414793317,9.85183217595315,1007.06296477476,364.430970077856,90.8319262132578
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,5.7,5.826625,8.997806,5.95533333333333,331.449198817615,0.577247824966662,0.571708137673721,9.84481644344333,1007.06623771886,364.319693608742,90.9775685015731
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,5.8,5.9304,9.00145233333333,5.96233333333333,331.775514821845,0.599384233568786,0.547774820989679,9.76062765332547,1007.06870657689,364.24661322304,91.0854082859209
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,5.9,6.04008666666667,9.00089211111111,5.96466666666667,331.969321206388,0.573558423532975,0.555752593217693,9.83546213343024,1007.06813000336,364.227020970077,91.1435182162558
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,6,6.14115,9.00073166666667,5.961,332.085273203539,0.599384233568786,0.535808162647659,9.8027220483844,1007.06821579285,364.260601525219,91.1669480072903
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,6.1,6.24252,9.00230066666667,5.955,332.197830313564,0.56064551851507,0.523841504305638,9.62031300312904,1007.06979918916,364.310649248829,91.185319726042
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,6.2,6.34479,9.00254533333333,5.95133333333333,332.232533145805,0.604918335719317,0.5597414793317,10.0833513487773,1007.07020376156,364.343156474192,91.1867088052025
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,6.3,6.45741,9.002295,5.948,331.925295187754,0.599384233568786,0.5597414793317,9.88691083850226,1007.07019880945,364.373981639982,91.0946752273084
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,6.4,6.46622,9.003081,5.94716666666667,331.828452131603,0.65195820399883,0.520849839720133,10.0202097561889,1007.0708663274,364.379411371156,91.0667402647519
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,6.5,6.58451,9.00442233333333,5.94475,331.687146209782,0.618753591095644,0.538799827233164,9.8658636409728,1007.07206278458,364.397676132269,91.0233977698
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,6.6,6.71371,9.00560316666667,5.94433333333333,331.474067322938,0.602151284644052,0.571708137673721,9.69047032822726,1007.07301744022,364.398276944742,90.9647735170831
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,6.7,6.828135,9.00649133333333,5.943,331.243399456815,0.646424101848299,0.529824833476648,9.79570631587458,1007.07379426232,364.407957347702,90.8990577120566
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,6.8,6.925185,9.007834,5.94066666666667,331.234179706155,0.615986540020379,0.562733143917205,9.72554899077637,1007.07498686848,364.425467303018,90.8921602426692
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,6.9,7.03732,9.00981166666667,5.93833333333333,331.303956460259,0.627054744321441,0.56572480850271,9.84481644344333,1007.07667988351,364.44127440349,90.9073641569633
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,7,7.13906,9.009438,5.937,331.322742775305,0.649191152923565,0.535808162647659,9.76062765332547,1007.07646212029,364.454344297466,90.9092587204505
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,7.1,7.24861,9.00972333333333,5.935,331.261557155291,0.671327561525688,0.601624783528772,9.63434446814868,1007.07680206491,364.471679949327,90.8881472495605
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,7.2,7.35148,9.0104,5.93233333333333,331.280571740678,0.638122948622503,0.547774820989679,9.78869058336476,1007.07748871131,364.494001176856,90.8877980628102
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,7.3,7.45701,9.01257216666667,5.92933333333333,331.168493915928,0.668560510450423,0.55375815016069,9.77465911834512,1007.07937311441,364.515327264277,90.8517335612139
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,7.4,7.48796,9.01829666666667,5.926,331.094541768046,0.676861663676219,0.529824833476648,9.66240739818797,1007.08407641107,364.530135280126,90.8277559861036
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,7.5,7.58858,9.05868566666667,5.89066666666667,331.030289119217,0.654725255074096,0.55375815016069,9.88691083850226,1007.11793362509,364.741731704465,90.7574484477793
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,7.6,7.70841,9.151484,5.83466666666667,331.258203937397,0.737736787332059,0.607608112699782,10.1535086738755,1007.19426853534,365.000205687134,90.7556211684278
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,7.7,7.80542333333333,9.30990355555556,5.75133333333333,330.905377124669,0.77832020310262,0.577691466844731,9.78401342835821,1007.32386079401,365.331000065194,90.576867844672
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,7.8,7.904655,9.451929,5.6895,329.706884632176,0.820748319590023,0.577691466844731,9.85884790846298,1007.43930619514,365.511031672864,90.2043593932529
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,7.9,8.00673,9.522124,5.66233333333333,329.603517872009,0.837350626041616,0.56572480850271,9.94303669858084,1007.49617378524,365.569214677181,90.1617271473661
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,8,8.10367666666667,9.53923466666667,5.66,328.674919295716,0.852108231776365,0.557747036274696,9.95706816360048,1007.50979909627,365.544313508053,89.913837296904
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,8.1,8.22335,9.57612366666667,5.65833333333333,328.631801112701,0.848418830342678,0.583674796015741,10.0693198837576,1007.53898838409,365.459980440869,89.9227873640936
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,8.2,8.34478,9.65452077777778,5.6735,328.480515543635,0.822593020306867,0.587663682129748,9.89626514851536,1007.59998178985,365.1105176713,89.9674207247456
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,8.3,8.45701,9.73928533333333,5.68666666666667,328.69317273867,0.848418830342678,0.547774820989679,9.88691083850226,1007.66609721709,364.762508674185,90.1115561282279
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,8.4,8.56745,9.80457733333333,5.69566666666667,328.66840286226,0.815214217439493,0.589658125186752,10.055288418738,1007.71708128001,364.505088295236,90.1683991297401
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,8.5,8.58689,9.90047833333333,5.71066666666667,328.645159234599,0.804146013138431,0.571708137673721,9.62031300312904,1007.79185496954,364.11124764276,90.2595460486961
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,8.6,8.69002,9.89847316666667,5.70833333333333,328.539581666921,0.795844859912634,0.631541429383824,9.94303669858084,1007.79040666602,364.13778165126,90.2239751604704
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,8.7,8.79413,10.0065363333333,5.711,329.52650980697,0.748804991633121,0.625558100212813,9.94303669858084,1007.87546442021,363.823409178825,90.5732015844539
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,8.8,8.89738,10.121783,5.71433333333333,330.119436015579,0.770941400235245,0.649491416896855,9.76062765332547,1007.96614281792,363.484025989847,90.8208923670281
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,8.9,9.0247825,10.27818,5.7245,330.00846219681,0.764023772547081,0.64649975231135,9.89743443726699,1008.08886143001,362.973064616531,90.918168417112
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,9,9.13801,10.3488118333333,5.72866666666667,330.591476923302,0.762640247009449,0.56572480850271,9.85884790846298,1008.14430282462,362.746396605734,91.1357025229443
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,9.1,9.23841,10.3725996666667,5.72933333333333,330.988419850683,0.842884728192147,0.625558100212813,10.055288418738,1008.16301716671,362.676732606373,91.2626562702377
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,9.2,9.35388,10.3901171666667,5.73033333333333,331.140326248433,0.773708451310511,0.631541429383824,9.73958045579601,1008.17676851627,362.620852946071,91.3186110390845
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,9.3,9.46971,10.4262477777778,5.73111111111111,331.237566308151,0.769096699518401,0.621569214098807,9.84013928843679,1008.20520618149,362.5172020025,91.371544433874
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,9.4,9.51243,10.4543726666667,5.73133333333333,331.316368894208,0.765407298084714,0.685391391922917,9.99916255865941,1008.22736492194,362.439990232455,91.412751854925
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,9.5,9.61903,10.4636676666667,5.73188888888889,331.283959821541,0.776475502385776,0.645502530782848,9.76998196333857,1008.23465973493,362.410134739739,91.4113398234432
56.00114,12.61896,18-Apr-2026 10:19:36,2026,4,18,10,19,36.07,AML,9.6,9.73528,10.4778566666667,5.73233333333333,331.255160655679,0.7986119109879,0.637524758554834,9.99916255865941,1008.24581908912,362.368198945236,91.4139710989762
55.99964,12.63105,18-Apr-2026 11:37:32,2026,4,18,11,37,32.8,AML,0.5,0.562675,8.47821433333333,6.10366666666667,334.857168981576,0.402923607224938,0.610599777285288,9.71853325826654,1006.6482051593,364.372492772655,91.8996838739156
55.99964,12.63105,18-Apr-2026 11:37:32,2026,4,18,11,37,32.8,AML,0.6,0.69412,8.474864,6.01033333333333,343.416728151907,0.433361169052858,0.493924858450586,9.78869058336476,1006.65094921673,365.22609732884,94.0285293585425
55.99964,12.63105,18-Apr-2026 11:37:32,2026,4,18,11,37,32.8,AML,0.8,0.81085,8.480176,5.959,343.409168629442,0.411224760450735,0.499908187621597,9.53612421301118,1006.65804528483,365.677806061821,93.9103120114939
55.99964,12.63105,18-Apr-2026 11:37:32,2026,4,18,11,37,32.8,AML,0.9,0.91551,8.484495,5.936,343.407950853972,0.433361169052858,0.499908187621597,9.85884790846298,1006.66274169883,365.875294131301,93.8592893158655
55.99964,12.63105,18-Apr-2026 11:37:32,2026,4,18,11,37,32.8,AML,1,1.06256,8.488188,5.91366666666667,344.539765995694,0.427827066902327,0.499908187621597,9.98513109363977,1006.66690056602,366.068593544744,94.1189088797321
55.99964,12.63105,18-Apr-2026 11:37:32,2026,4,18,11,37,32.8,AML,1.1,1.17082,8.493148,5.895,344.536324891782,0.433361169052858,0.487941529279576,9.84481644344333,1006.67184860641,366.225244117657,94.0777104871268
55.99964,12.63105,18-Apr-2026 11:37:32,2026,4,18,11,37,32.8,AML,1.3,1.31359,8.496188,5.884,344.526980471953,0.438895271203389,0.517858175134628,9.91497376854155,1006.67485472742,366.317297553337,94.0515183894062
55.99964,12.63105,18-Apr-2026 11:37:32,2026,4,18,11,37,32.8,AML,1.4,1.4151,8.50013233333333,5.874,341.703708952973,0.438895271203389,0.547774820989679,9.71853325826654,1006.67851723097,366.397831640049,93.2602978089304
55.99964,12.63105,18-Apr-2026 11:37:32,2026,4,18,11,37,32.8,AML,1.5,1.52426,8.50542866666667,5.86133333333333,341.694188943869,0.44442937335392,0.523841504305638,9.59225007308975,1006.68339139929,366.499078527054,93.2319367123992
55.99964,12.63105,18-Apr-2026 11:37:32,2026,4,18,11,37,32.8,AML,1.6,1.64317,8.50986333333333,5.84833333333333,341.675447064138,0.449963475504451,0.499908187621597,9.63434446814868,1006.68760248086,366.605749570169,93.1996968036478
55.99964,12.63105,18-Apr-2026 11:37:32,2026,4,18,11,37,32.8,AML,1.7,1.74671,8.51646666666667,5.83633333333333,342.550173899997,0.449963475504451,0.535808162647659,9.69047032822726,1006.69346704504,366.697482628567,93.4149237798208
55.99964,12.63105,18-Apr-2026 11:37:32,2026,4,18,11,37,32.8,AML,1.8,1.84814,8.52412066666667,5.82533333333333,342.525788166654,0.449963475504451,0.535808162647659,9.91497376854155,1006.7001040609,366.777281824292,93.3879509829467
55.99964,12.63105,18-Apr-2026 11:37:32,2026,4,18,11,37,32.8,AML,1.9,1.95858,8.53342033333333,5.81533333333333,342.808516685389,0.449963475504451,0.511874845963617,9.6062815381094,1006.70798327233,366.843524284567,93.4481581360738
55.99964,12.63105,18-Apr-2026 11:37:32,2026,4,18,11,37,32.8,AML,2,2.07194,8.54271533333333,5.80833333333333,342.800283332634,0.44442937335392,0.499908187621597,9.97109962862012,1006.71569483458,366.882375363215,93.4360182860407
55.99964,12.63105,18-Apr-2026 11:37:32,2026,4,18,11,37,32.8,AML,2.1,2.19041,8.54676533333333,NaN,342.776137685581,0.44442937335392,0.505891516792607,9.56418714305047,NaN,NaN,NaN
55.99964,12.63105,18-Apr-2026 11:37:32,2026,4,18,11,37,32.8,AML,2.2,2.29559,8.54950166666667,5.80833333333333,342.785630641068,0.472099884106575,0.511874845963617,9.53612421301118,1006.72104705138,366.864019738793,93.4366992121853
55.99964,12.63105,18-Apr-2026 11:37:32,2026,4,18,11,37,32.8,AML,2.3,2.40116,8.5502,5.80833333333333,342.786219956173,0.438895271203389,0.517858175134628,9.52209274799154,1006.72159780902,366.862130943796,93.4373409090536
55.99964,12.63105,18-Apr-2026 11:37:32,2026,4,18,11,37,32.8,AML,2.4,2.52052,8.55521733333333,5.80766666666667,342.775940045613,0.433361169052858,0.535808162647659,9.66240739818797,1006.72559111862,366.854655127892,93.4364428130577
55.99964,12.63105,18-Apr-2026 11:37:32,2026,4,18,11,37,32.8,AML,2.6,2.63846,8.56166633333333,5.803,343.317369282662,0.461031679805513,0.535808162647659,9.69047032822726,1006.73093109061,366.879876065959,93.5775962868402
55.99964,12.63105,18-Apr-2026 11:37:32,2026,4,18,11,37,32.8,AML,2.7,2.74695,8.567568,5.8,343.308246178263,0.488702190558168,0.541791491818669,9.83078497842369,1006.73574870233,366.891341903414,93.5721852680405
