lat,long,time,Year,Month,Day,Hour,Minute,Second,CTD,Depth,Press,Salinity,Temperature,Oxygen,ChlF,Turbidity,FDOM,Density,OxygenSaturationConc,OxygenSaturation
56.00277,12.57948,18-Apr-2026 09:29:57,2026,4,18,9,29,57.97,AML,1.7,1.73208,9.16810766666667,NaN,334.51768039521,0.643657050773034,0.571708137673721,9.71853325826654,NaN,NaN,NaN
56.00277,12.57948,18-Apr-2026 09:29:57,2026,4,18,9,29,57.97,AML,1.8,1.83982,9.182086,6.30166666666667,334.024659606427,0.660259357224626,0.571708137673721,9.90094230352191,1007.19043415066,360.722356482104,92.5988238888094
56.00277,12.57948,18-Apr-2026 09:29:57,2026,4,18,9,29,57.97,AML,2,2.05829,9.18659966666667,NaN,331.474388952688,0.710066276579405,0.631541429383824,9.64837593316833,NaN,NaN,NaN
56.00277,12.57948,18-Apr-2026 09:29:57,2026,4,18,9,29,57.97,AML,2.1,2.17225,9.187275,6.302,332.469438791404,0.732202685181529,0.613591441870793,9.59225007308975,1007.19449705159,360.705644255955,92.1719535265951
56.00277,12.57948,18-Apr-2026 09:29:57,2026,4,18,9,29,57.97,AML,2.2,2.27316,9.186151,6.28733333333333,332.55645874706,0.710066276579405,0.649491416896855,9.53612421301118,1007.1945369729,360.839085611282,92.1619835566567
56.00277,12.57948,18-Apr-2026 09:29:57,2026,4,18,9,29,57.97,AML,2.3,2.38615,9.18668366666667,6.27633333333333,331.957769981453,0.74327088948259,0.607608112699782,9.81675351340405,1007.19564769806,360.935575400587,91.9714743034201
56.00277,12.57948,18-Apr-2026 09:29:57,2026,4,18,9,29,57.97,AML,2.4,2.49171,9.18855433333333,6.27833333333333,331.509364514772,0.787543706686838,0.5597414793317,9.59225007308975,1007.19699451145,360.912811701175,91.8530331334573
56.00277,12.57948,18-Apr-2026 09:29:57,2026,4,18,9,29,57.97,AML,2.5,2.5927,9.189552,6.27566666666667,331.293445655277,0.754339093783652,0.649491416896855,9.67643886320761,1007.19794725267,360.933904590111,91.7878429934438
56.00277,12.57948,18-Apr-2026 09:29:57,2026,4,18,9,29,57.97,AML,2.6,2.69488,9.18982966666667,6.263,331.419050407265,0.831816523891085,0.5597414793317,9.47999835293261,1007.19895996853,361.045961550032,91.794144153954
56.00277,12.57948,18-Apr-2026 09:29:57,2026,4,18,9,29,57.97,AML,2.7,2.79932,9.19174233333333,6.23166666666667,332.036594653321,0.74327088948259,0.589658125186752,9.59225007308975,1007.20242063172,361.320164852394,91.8953955390127
56.00277,12.57948,18-Apr-2026 09:29:57,2026,4,18,9,29,57.97,AML,2.8,2.90593,9.20086133333333,6.195,331.880112654486,0.759873195934183,0.613591441870793,9.50806128297189,1007.2118709772,361.623220605708,91.7751111498308
56.00277,12.57948,18-Apr-2026 09:29:57,2026,4,18,9,29,57.97,AML,2.9,3.01247,9.209491,6.17266666666667,331.852912956343,0.765407298084714,0.577691466844731,9.69047032822726,1007.2200404127,361.799857294515,91.7227871337178
56.00261,12.58053,18-Apr-2026 09:34:33,2026,4,18,9,34,33.12,AML,0.5,0.60326,9.01456966666667,6.52266666666667,331.565724392377,0.488702190558168,0.583674796015741,9.42387249285403,1007.04440497807,359.207397837513,92.3048150980343
56.00261,12.58053,18-Apr-2026 09:34:33,2026,4,18,9,34,33.12,AML,0.7,0.7161,9.01491133333333,6.516,331.68731589094,0.49977039485923,0.56572480850271,9.52209274799154,1007.04511139738,359.265320224168,92.3237777818298
56.00261,12.58053,18-Apr-2026 09:34:33,2026,4,18,9,34,33.12,AML,0.8,0.81941,9.01504666666667,6.51166666666667,331.576182078472,0.510838599160291,0.571708137673721,9.55015567803083,1007.04550201975,359.303207268234,92.2831122492424
56.00261,12.58053,18-Apr-2026 09:34:33,2026,4,18,9,34,33.12,AML,1,1.02827,9.015271,6.50966666666667,332.165845461099,0.527440905611884,0.5597414793317,9.8027220483844,1007.0458095332,359.320269449638,92.4428354598169
56.00261,12.58053,18-Apr-2026 09:34:33,2026,4,18,9,34,33.12,AML,1.1,1.13968,9.01535433333333,6.502,332.177003953724,0.549577314214008,0.589658125186752,9.57821860807011,1007.04637702464,359.387734870786,92.4285866553442
56.00261,12.58053,18-Apr-2026 09:34:33,2026,4,18,9,34,33.12,AML,1.2,1.23969,9.01607666666667,6.48933333333333,332.290862383764,0.56064551851507,0.535808162647659,9.73256472328619,1007.0477727143,359.497707003256,92.4319838236839
56.00261,12.58053,18-Apr-2026 09:34:33,2026,4,18,9,34,33.12,AML,1.5,1.54069,9.01813066666667,6.47866666666667,332.211691313991,0.555111416364539,0.583674796015741,9.64837593316833,1007.05008354137,359.586548364056,92.3871298371403
56.00261,12.58053,18-Apr-2026 09:34:33,2026,4,18,9,34,33.12,AML,1.6,1.65113,9.02199266666667,6.474,332.42344054139,0.593850131418255,0.55375815016069,9.62031300312904,1007.05342506635,359.617611772835,92.4380313029209
